x1 y1 x2 y2 x3 y3 angle1
0 0 172 34 26 0 1.9274539879574153
0 0 98 187 146 0 42.05355991894978
0 0 141 74 41 0 8.809932696541399
0 0 61 161 123 0 41.812150050811375
0 0 62 121 97 0 43.263292230832164
0 0 42 173 8 0 2.5272164698352864
0 0 171 164 162 0 43.05592120825265
0 0 114 194 179 0 48.96322920648508
0 0 21 100 84 0 44.07070684462173
0 0 184 194 38 0 6.520302810512623
0 0 178 4 141 0 4.882846153504608
0 0 196 12 30 0 0.6311397289521752
0 0 74 9 31 0 4.887139439337644
0 0 13 107 75 0 37.01690436478584
0 0 107 80 109 0 54.64797059926774
0 0 59 118 143 0 62.010761504676225
0 0 189 190 50 0 8.660407463015392
0 0 178 8 174 0 60.86158935974519
0 0 133 48 183 0 116.32451176177577
0 0 85 58 5 0 1.6343240266663048
0 0 85 96 140 0 71.33132768690837
0 0 9 149 43 0 16.310736541030895
0 0 183 125 148 0 40.02232906024303
0 0 32 176 115 0 35.55298524005075
0 0 76 1 155 0 178.52092736786986
0 0 76 157 53 0 17.49616562546535
0 0 39 116 138 0 59.06204170368492
0 0 11 198 165 0 41.05481377096245
0 0 129 142 47 0 12.2486784518318
0 0 82 66 6 0 2.1419114285443706
0 0 66 180 136 0 41.386808935381374
0 0 28 20 196 0 137.67334763358684
0 0 115 165 38 0 9.858434866502186
0 0 49 197 152 0 41.570276875927696
0 0 48 16 113 0 147.73640020479783
0 0 167 25 125 0 22.248731604488576
0 0 158 29 87 0 11.817042244697273
0 0 181 56 163 0 54.98944811021782
0 0 73 114 180 0 75.81931093775522
0 0 122 68 80 0 29.16427813326811
0 0 109 32 131 0 108.1474455323221
0 0 195 18 114 0 7.254911751799751
0 0 4 64 134 0 67.36495635716582
0 0 153 108 72 0 17.912509385963272
0 0 33 66 104 0 73.65521033078866
0 0 156 143 29 0 5.880892341795466
0 0 94 81 5 0 1.5541702395051855
0 0 48 124 25 0 10.653237676595866
0 0 77 140 110 0 42.07412248637939
0 0 156 94 78 0 19.242887609098428
0 0 91 60 2 0 0.5876786416609325
0 0 33 173 77 0 25.06930062381131
0 0 85 43 69 0 42.756073695421534
0 0 35 102 170 0 71.86593094292965
0 0 29 199 160 0 41.64783999292939
0 0 89 75 103 0 60.45279720156765
0 0 48 24 61 0 91.87787744728536
0 0 129 195 54 0 12.448657790091172
0 0 97 64 137 0 88.58880181277055
0 0 112 119 153 0 62.2750618272386
0 0 39 59 128 0 89.92413169223249
0 0 67 120 65 0 28.22123781410633
0 0 31 25 176 0 131.33309653447813
0 0 120 114 165 0 68.00977663292426
0 0 157 181 136 0 34.32049003470242
0 0 2 193 100 0 27.513903154518648
0 0 83 38 77 0 56.42758277994615
0 0 115 75 191 0 102.26809474104697
0 0 140 179 156 0 43.13761282274055
0 0 140 151 77 0 20.1884085335359
0 0 70 59 6 0 2.5460813331636682
0 0 16 173 58 0 18.929951421198062
0 0 36 190 18 0 5.316990145693096
0 0 1 15 23 0 59.5271978570814
0 0 173 63 52 0 7.494548234138332
0 0 140 167 53 0 12.456264766423306
0 0 75 195 159 0 44.34240156462493
0 0 41 106 50 0 25.999190566400042
0 0 129 98 181 0 80.72739822279969
0 0 86 164 28 0 8.195502723826767
0 0 155 87 178 0 75.50330118246241
0 0 128 69 16 0 3.3085937978890594
0 0 172 14 44 0 1.588562760146995
0 0 102 21 132 0 133.3743458025009
0 0 62 26 163 0 142.81304867823718
0 0 173 163 42 0 7.916550348016379
0 0 179 54 146 0 41.7831331823124
0 0 10 18 110 0 108.85063037734545
0 0 157 88 186 0 78.96835392579526
0 0 144 23 146 0 85.89498270710162
0 0 176 151 76 0 15.85732328438045
0 0 41 137 166 0 59.03846650356303
0 0 117 112 159 0 66.80684603434888
0 0 167 73 94 0 21.388622827818814
0 0 17 193 17 0 5.033786956200069
0 0 21 27 2 0 2.740790594182651
0 0 5 167 60 0 19.94377998106443
0 0 11 8 138 0 140.36820607572068
0 0 24 178 193 0 51.193239218268126
0 0 164 78 186 0 80.31495728303568
0 0 191 16 151 0 17.012942936038193
0 0 72 192 108 0 31.1757004957386
0 0 76 62 88 0 61.7468591384305
0 0 155 10 5 0 0.1226888478346249
0 0 138 145 27 0 6.1483998939365545
0 0 6 112 53 0 25.831494608637392
0 0 129 169 151 0 44.77190044746767
0 0 176 150 56 0 10.900141833321731
0 0 147 21 122 0 31.900156917733728
0 0 22 120 176 0 62.462395490430985
0 0 167 9 151 0 26.27294121229369
0 0 84 49 53 0 27.42394632829056
0 0 138 14 197 0 160.85847639168045
0 0 5 162 99 0 31.89214505421727
0 0 146 152 178 0 55.73520758852261
0 0 123 131 86 0 27.424056826944547
0 0 35 106 176 0 71.33777944771455
0 0 27 190 164 0 43.881467735033205
0 0 74 141 8 0 2.607914417773895
0 0 78 108 138 0 64.89225705335544
0 0 13 97 60 0 33.4851931292917
0 0 70 48 187 0 123.25480563628875
0 0 117 126 64 0 20.065581496786514
0 0 95 42 149 0 118.27454244082487
0 0 87 172 132 0 41.49247070419084
0 0 107 183 181 0 52.33181173083106
0 0 199 41 62 0 5.019110361146996
0 0 64 181 93 0 28.575766691293577
0 0 190 36 141 0 25.5756378245652
0 0 177 119 43 0 7.693401942570875
0 0 177 24 198 0 123.46409936557866
0 0 129 105 114 0 42.72591123127299
0 0 122 116 8 0 1.9423371435493648
0 0 35 117 45 0 21.53950894504064
0 0 19 20 157 0 125.28487847114566
0 0 89 162 103 0 33.72284845304368
0 0 114 177 44 0 11.206463530396091
0 0 97 98 19 0 6.189251758246529
0 0 19 158 135 0 43.142339459238116
0 0 75 72 8 0 3.229250351630675
0 0 16 39 124 0 92.45099068558659
0 0 151 24 137 0 50.71249104003011
0 0 101 146 149 0 52.87390683611793
0 0 66 173 48 0 14.941960212945016
0 0 172 149 98 0 22.6872706206766
0 0 79 75 149 0 89.5129335179458
0 0 47 41 91 0 95.9218586827379
0 0 133 148 129 0 40.39624884326909
0 0 166 144 156 0 45.086850424048585
0 0 112 166 198 0 61.39491457680845
0 0 85 29 129 0 127.77305286590774
0 0 74 91 2 0 0.7661995931737695
0 0 60 105 42 0 20.017302745540643
0 0 117 17 86 0 20.47262195617742
0 0 107 28 132 0 117.09583821548678
0 0 141 155 95 0 25.76255277049526
0 0 152 183 48 0 10.103229528492738
0 0 71 58 150 0 104.46929820596334
0 0 121 105 141 0 59.833879570833986
0 0 184 173 145 0 34.06083418445526
0 0 191 77 111 0 21.94890720830272
0 0 143 67 199 0 104.78501377373442
0 0 56 115 198 0 76.96146911214558
0 0 101 186 132 0 37.96475828495423
0 0 92 14 146 0 156.81300312834517
0 0 133 116 60 0 16.72306736986731
0 0 113 32 114 0 75.97853967810762
0 0 135 186 41 0 9.161432748936164
0 0 166 110 114 0 31.168151707447183
0 0 60 81 161 0 87.79993281648632
0 0 75 119 128 0 56.228413438479784
0 0 74 84 182 0 93.50353164478446
0 0 162 180 108 0 25.287968261823046
0 0 194 199 88 0 16.228494500513165
0 0 131 7 146 0 151.92440894780415
0 0 95 168 2 0 0.5194650268772989
0 0 60 139 51 0 19.643041086013945
0 0 172 121 199 0 67.45299448925046
0 0 30 32 35 0 52.03304888452565
0 0 97 134 97 0 35.90004964021623
0 0 83 55 168 0 113.564287409879
0 0 178 100 189 0 66.95011899914076
0 0 5 182 113 0 32.25883714369768
0 0 138 174 44 0 10.038812258714087
0 0 139 53 39 0 7.051992645406243
0 0 77 167 46 0 14.237333539866993
0 0 72 116 125 0 56.38294394072996
0 0 171 104 171 0 58.69257110580227
0 0 11 62 49 0 41.56495651452716
0 0 152 176 184 0 51.119930343647624
0 0 157 136 84 0 20.874179857341094
0 0 111 44 126 0 87.20151389033543
0 0 164 49 71 0 11.148807254421913
0 0 148 76 109 0 35.65390385719084
0 0 115 76 46 0 14.304355117521906
0 0 32 42 36 0 42.74428030898894
0 0 195 27 70 0 4.305493885202192
0 0 118 145 147 0 50.44839107582374
0 0 126 163 17 0 3.9331350429295027
0 0 79 131 197 0 73.10358973491583
0 0 149 189 194 0 51.64332296418144
0 0 162 187 115 0 26.79440280196586
0 0 101 79 143 0 79.96540410262118
0 0 40 105 27 0 13.796611389697302
0 0 22 27 17 0 28.68218095811263
0 0 164 102 74 0 16.696737527974623
0 0 45 165 40 0 13.51941411412938
0 0 188 181 129 0 28.032529881502935
0 0 142 78 176 0 84.77245736849744
0 0 53 169 94 0 31.048616420304132
0 0 157 182 117 0 28.386875682454956
0 0 168 140 145 0 40.86488926503671
0 0 108 61 53 0 18.502531347498604
0 0 106 167 183 0 57.157923413007225
0 0 122 88 35 0 9.5240567824733
0 0 44 181 104 0 32.003160373683905
0 0 54 189 182 0 50.053165233388064
0 0 139 176 157 0 44.140209156157844
0 0 93 66 91 0 52.90183352400256
0 0 65 118 5 0 1.8958803541401088
0 0 89 119 24 0 8.148600689099075
0 0 58 103 33 0 15.741242349961203
0 0 46 185 15 0 4.450810511195771
0 0 156 182 164 0 43.11817030194399
0 0 72 114 86 0 39.27691187207298
0 0 136 44 46 0 8.125575548483726
0 0 9 77 142 0 66.59807706903891
0 0 138 151 18 0 3.950181915634651
0 0 20 117 77 0 35.67478590637712
0 0 15 199 24 0 6.900127672061497
0 0 34 187 56 0 17.01468327652297
0 0 6 149 176 0 51.07235469496182
0 0 184 167 122 0 27.405021874958095
0 0 60 54 153 0 107.871401952108
0 0 180 88 33 0 4.8529081080929775
0 0 133 85 90 0 30.583402319301836
0 0 84 19 186 0 156.70290102067486
0 0 91 25 44 0 12.647560396165154
0 0 63 128 182 0 69.11905741995673
0 0 1 51 55 0 47.75987975569215
0 0 15 92 11 0 6.770668609172223
0 0 95 167 54 0 15.840106175000047
0 0 122 19 53 0 6.543545154605711
0 0 38 101 125 0 61.359342000934134
0 0 14 67 18 0 15.219022399554913
0 0 96 121 62 0 22.73315320226409
0 0 43 16 53 0 101.59550037427951
0 0 107 87 81 0 34.24718216260198
0 0 21 62 16 0 14.101088556439139
0 0 78 42 34 0 15.367024380123986
0 0 137 23 132 0 68.20509843950765
0 0 146 89 181 0 80.10162422850335
0 0 27 29 132 0 117.51494597579352
0 0 106 76 87 0 40.323947333986844
0 0 83 31 84 0 71.36725295418536
0 0 3 109 84 0 38.19330157425438
0 0 129 77 166 0 84.83224698480478
0 0 161 191 130 0 30.909682830368475
0 0 132 39 135 0 77.93869054295548
0 0 194 44 25 0 1.8145350304932235
0 0 8 106 117 0 50.11545163318318
0 0 61 199 124 0 34.60891024396016
0 0 108 106 45 0 14.810765514773916
0 0 43 33 15 0 12.181757479232566
0 0 20 158 72 0 25.431357237031598
0 0 199 101 38 0 5.191738264527741
0 0 84 149 74 0 25.57289837879921
0 0 100 126 3 0 0.8467402227007473
0 0 148 56 47 0 8.280857036709493
0 0 128 67 155 0 84.31945241406129
0 0 2 133 21 0 8.991628088723209
0 0 29 9 93 0 154.75381174376716
0 0 19 143 38 0 15.136794043178893
0 0 34 134 3 0 1.2114398188902207
0 0 197 42 56 0 4.5521817838478835
0 0 67 18 119 0 145.86869209593212
0 0 183 168 142 0 33.73223675044516
0 0 163 197 82 0 17.25386277744295
0 0 54 115 194 0 75.75245647499496
0 0 120 196 163 0 43.850793977638
0 0 68 137 68 0 26.397520135476125
0 0 148 115 112 0 34.76943878041653
0 0 162 180 63 0 13.176418752843617
0 0 158 164 151 0 41.48843225862439
0 0 9 114 193 0 62.73307336501785
0 0 20 63 196 0 87.9175189740601
0 0 186 190 102 0 20.54001951524788
0 0 176 22 60 0 3.6138807520036598
0 0 123 157 55 0 14.658100639494258
0 0 58 31 40 0 31.73487906463585
0 0 55 94 193 0 86.07107219720538
0 0 146 58 94 0 26.456171738825493
0 0 76 196 112 0 31.60176779403234
0 0 155 128 82 0 20.75323356684022
0 0 190 190 93 0 17.954492331993865
0 0 81 186 82 0 23.840387418300867
0 0 190 106 105 0 22.117416674768833
0 0 18 129 60 0 25.977757377720266
0 0 94 115 157 0 67.97734285806017
0 0 24 134 86 0 34.98361316834986
0 0 183 152 181 0 49.53309251716454
0 0 105 98 166 0 78.87509092861569
0 0 21 55 10 0 9.587833024818659
0 0 179 194 110 0 23.11816892918388
0 0 113 47 190 0 126.01668999600238
0 0 147 1 162 0 175.79616397039158
0 0 188 98 112 0 24.67408025266097
0 0 100 149 73 0 23.596175388246763
0 0 147 172 67 0 15.574988988466545
0 0 56 32 97 0 112.28351494200739
0 0 85 8 143 0 166.76998126997103
0 0 58 83 68 0 41.81565670821991
0 0 108 47 194 0 127.8249208697496
0 0 80 157 25 0 7.695004686378126
0 0 173 170 44 0 8.309034162938126
0 0 64 40 177 0 128.50155488076553
0 0 106 13 97 0 48.31292112209824
0 0 27 172 116 0 36.280238920995075
0 0 80 184 76 0 22.253201409183756
0 0 33 32 63 0 89.03379373058753
0 0 63 20 82 0 115.91862144269035
0 0 39 196 82 0 23.627659662309668
0 0 184 53 151 0 42.023192232880625
0 0 118 7 111 0 41.60507645788172
0 0 91 112 78 0 32.47308280391453
0 0 48 27 30 0 26.952178931228943
0 0 70 101 153 0 74.13739787091751
0 0 172 146 190 0 56.70255995008038
0 0 66 91 187 0 89.00684244648104
0 0 118 1 144 0 177.31185600822607
0 0 142 118 127 0 43.02938910491057
0 0 6 129 3 0 1.3307809121969532
0 0 127 44 171 0 115.89101427909348
0 0 58 62 60 0 44.93845783299822
0 0 185 146 19 0 3.052091833544647
0 0 11 173 124 0 36.789920339450234
0 0 80 138 77 0 28.855940298831364
0 0 23 70 53 0 41.38763621329951
0 0 131 45 59 0 13.047199802977342
0 0 125 20 124 0 78.04731785306593
0 0 133 115 184 0 73.06753068404105
0 0 36 163 127 0 41.62819522198602
0 0 104 83 55 0 20.851476007025408
0 0 55 18 165 0 152.58483115270153
0 0 13 102 188 0 67.02716854972807
0 0 9 141 98 0 35.912575987824255
0 0 150 46 27 0 3.4559485038532394
0 0 94 131 146 0 57.312037838434236
0 0 125 115 120 0 44.89639110838966
0 0 2 80 45 0 29.690125798871538
0 0 99 84 82 0 38.24485597073528
0 0 10 156 99 0 33.37310045026079
0 0 199 63 117 0 19.967911770702106
0 0 152 7 151 0 79.23313921970357
0 0 1 89 156 0 60.77958121792342
0 0 102 13 42 0 4.961877935151175
0 0 78 130 67 0 26.12717308633822
0 0 128 180 65 0 16.127009057278656
0 0 21 41 169 0 101.637133690243
0 0 34 23 32 0 50.95306399175896
0 0 30 144 162 0 54.27873601002148
0 0 86 65 178 0 107.67546647617614
0 0 41 132 76 0 32.10544930107619
0 0 38 8 93 0 159.83544913329683
0 0 178 184 121 0 26.838361216579447
0 0 103 49 34 0 9.938523737298603
0 0 118 9 187 0 168.20701938380688
0 0 57 68 117 0 81.3945920432172
0 0 33 9 194 0 161.54534158737965
0 0 121 157 31 0 7.798041745065231
0 0 10 196 191 0 45.64225041451774
0 0 151 15 70 0 4.8184548724063125
0 0 27 170 161 0 47.27096659069174
0 0 152 191 68 0 14.773737462308597
0 0 182 87 76 0 13.82877473750317
0 0 10 18 73 0 103.10920819815429
0 0 163 175 56 0 11.52387726012125
0 0 180 77 168 0 57.98187846982074
0 0 93 140 83 0 29.509903340878104
0 0 125 157 82 0 23.209184210450978
0 0 29 178 199 0 52.936492662438134
0 0 178 157 118 0 27.671845539841453
0 0 194 9 135 0 6.017026843922672
0 0 97 64 114 0 71.45910060632586
0 0 105 160 61 0 17.898636736008747
0 0 11 185 50 0 15.307035486553497
0 0 103 5 76 0 7.712310148259546
0 0 187 44 21 0 1.604932166896616
0 0 131 34 35 0 4.952815736539895
0 0 70 109 126 0 59.901003401436974
0 0 84 7 6 0 0.36454935112563774
0 0 56 57 94 0 78.18303846506501
0 0 188 153 11 0 1.700634687758117
0 0 104 183 192 0 55.29153569056103
0 0 128 183 149 0 41.517292721785566
0 0 13 188 14 0 4.260407390805219
0 0 94 39 110 0 89.77295497590337
0 0 92 132 174 0 66.72437966365747
0 0 82 138 18 0 5.838537404847484
0 0 91 82 67 0 31.664168225689185
0 0 57 67 31 0 19.180124547116602
0 0 93 33 64 0 29.15473104832291
0 0 71 89 18 0 7.807177168513005
0 0 92 111 121 0 54.294802940934
0 0 26 162 32 0 11.238959150457209
0 0 126 98 167 0 74.82785847211463
0 0 75 66 125 0 85.79890947832811
0 0 98 117 160 0 67.8695380032758
0 0 131 115 61 0 17.39262039694559
0 0 145 60 97 0 28.86075734880679
0 0 71 141 76 0 28.75827596986779
0 0 95 81 45 0 17.861674721268823
0 0 186 96 58 0 9.570325434511162
0 0 49 144 124 0 46.30430094733751
0 0 137 27 173 0 131.9811126577142
0 0 4 54 48 0 43.41005276950307
0 0 65 98 119 0 62.41059744079552
0 0 121 5 110 0 22.077706788960757
0 0 133 78 78 0 24.421076297723186
0 0 182 91 16 0 2.166183561930102
0 0 96 178 123 0 36.964315214066346
0 0 162 26 103 0 14.664167669425566
0 0 139 87 123 0 47.53686769729862
0 0 47 142 87 0 34.04582106226093
0 0 175 23 62 0 4.01742712911515
0 0 162 177 187 0 50.50588566244208
0 0 166 75 56 0 9.973080490643552
0 0 198 91 68 0 10.308699710598416
0 0 196 120 56 0 9.124455295420518
0 0 120 133 58 0 17.065229743829146
0 0 174 184 1 0 0.1648330833670067
0 0 193 166 88 0 16.98647035131824
0 0 128 61 130 0 66.39715949949586
0 0 56 69 31 0 19.146177906709386
0 0 185 139 76 0 14.978008939352828
0 0 25 98 100 0 51.738092622063014
0 0 12 34 127 0 92.9696063885676
0 0 115 83 4 0 0.9677617683404062
0 0 136 196 29 0 6.124975483332615
0 0 54 107 28 0 13.121197901142942
0 0 72 83 86 0 50.51488152029257
0 0 178 158 75 0 15.3061648915142
0 0 44 69 96 0 69.52741681598722
0 0 17 40 149 0 96.16709324078977
0 0 153 80 192 0 88.38525365321388
0 0 192 198 133 0 27.52560251367095
0 0 93 109 189 0 81.84264360763105
0 0 70 170 10 0 2.940100223783339
0 0 140 190 102 0 25.07441934181568
0 0 52 75 188 0 95.85941614355818
0 0 51 132 3 0 1.1416126241723619
0 0 92 47 140 0 108.54198505690731
0 0 65 117 39 0 16.525796389925624
0 0 134 2 6 0 0.04007631393821545
0 0 48 81 172 0 87.49706209027231
0 0 145 149 148 0 45.373964129986895
0 0 29 56 106 0 81.35032938622813
0 0 74 17 28 0 7.344502771730212
0 0 121 72 54 0 16.305716944164505
0 0 184 77 2 0 0.22385024610250404
0 0 120 6 89 0 8.091657417286632
0 0 178 138 57 0 10.969602112407328
0 0 60 22 71 0 96.42874774882986
0 0 141 77 152 0 69.49117980950228
0 0 194 145 17 0 2.5493719477991523
0 0 41 51 88 0 81.45924623918434
0 0 111 136 192 0 69.99804456037857
0 0 169 66 90 0 18.544571334983257
0 0 191 148 117 0 25.663950138441457
0 0 105 114 114 0 47.160691591892956
0 0 91 16 68 0 24.852431469625692
0 0 49 32 44 0 47.97234501722375
0 0 62 185 57 0 16.97965292190947
0 0 112 175 197 0 58.52575107070722
0 0 35 44 143 0 106.33430789826298
0 0 142 157 187 0 58.12162161073719
0 0 171 187 130 0 30.07450052908575
0 0 162 38 198 0 120.25075512531646
0 0 148 73 105 0 33.24565877898047
0 0 71 101 4 0 1.547123199032118
0 0 164 155 125 0 32.49287972974615
0 0 136 75 188 0 95.85941614355818
0 0 82 44 189 0 129.42944645828132
0 0 153 108 71 0 17.574485110025723
0 0 77 5 80 0 117.24846742664475
0 0 121 182 198 0 56.54945762250896
0 0 96 117 44 0 15.406828267786544
0 0 17 81 81 0 50.16609484156165
0 0 24 110 30 0 15.430146279543623
0 0 36 51 163 0 103.33844163061742
0 0 44 155 7 0 2.4218957322120924
0 0 150 80 41 0 8.204132422464037
0 0 179 163 138 0 33.55962995238686
0 0 194 186 30 0 4.8027658568485
0 0 28 163 179 0 52.55850757870425
0 0 139 101 190 0 80.78865895048423
0 0 50 194 126 0 35.845318603074425
0 0 26 110 178 0 67.40590464274868
0 0 164 111 34 0 6.400937290139355
0 0 19 157 100 0 34.19060364541454
0 0 179 152 95 0 20.736923270586008
0 0 26 198 134 0 36.09134584548891
0 0 194 95 103 0 20.1414145874689
0 0 83 78 163 0 92.5040246147331
0 0 83 98 47 0 20.091903240139494
0 0 99 160 111 0 36.03630378621011
0 0 142 169 131 0 36.31415131706086
0 0 150 79 68 0 16.15821911682844
0 0 163 94 100 0 26.198006991010192
0 0 63 81 182 0 93.6329507394882
0 0 169 61 12 0 1.3860094338929823
0 0 135 136 58 0 15.271059133009038
0 0 6 117 41 0 19.589979823344514
0 0 32 50 170 0 102.70283707738375
0 0 125 46 80 0 25.42598344008511
0 0 159 176 185 0 50.49831604389637
0 0 79 27 123 0 129.59620863975027
0 0 24 85 27 0 17.7885474828317
0 0 166 177 108 0 25.02003332115336
0 0 36 50 81 0 77.7410997502534
0 0 8 164 4 0 1.3955213384165917
0 0 187 74 85 0 14.370725508930873
0 0 146 76 33 0 6.424311534784461
0 0 9 141 36 0 14.492528234636914
0 0 120 87 49 0 14.840280450981725
0 0 120 10 18 0 0.8356976457942392
0 0 117 115 140 0 56.80384937263897
0 0 105 4 7 0 0.15566445557153746
0 0 113 75 133 0 71.35851877208269
0 0 8 41 87 0 73.61219895864616
0 0 38 71 183 0 92.06727152283644
0 0 166 154 101 0 24.264051013841552
0 0 184 125 83 0 16.87164611014065
0 0 109 65 177 0 105.4832634352739
0 0 67 84 64 0 36.531121074556204
0 0 191 180 104 0 20.90227266183626
0 0 102 47 135 0 100.33424562360017
0 0 51 135 75 0 30.776048721605605
0 0 119 151 170 0 56.90323070694207
0 0 158 60 45 0 7.173000550615714
0 0 111 4 195 0 175.2098692776367
0 0 78 115 89 0 39.61135195298323
0 0 94 118 53 0 19.381010499300068
0 0 124 102 1 0 0.22778838164640747
0 0 178 52 49 0 5.669479386533906
0 0 153 71 127 0 44.99364650928385
0 0 133 170 137 0 39.385841014589325
0 0 66 153 101 0 36.219210676413056
0 0 143 192 179 0 47.29808904148822
0 0 135 94 152 0 65.40184703108484
0 0 124 68 97 0 39.60421566988946
0 0 54 109 111 0 53.961083731010575
0 0 64 82 81 0 49.684076072137906
0 0 153 124 47 0 10.45159888916322
0 0 183 132 157 0 43.05376603328959
0 0 12 194 53 0 15.472863261100047
0 0 33 139 63 0 25.53452201543157
0 0 104 178 105 0 30.618331191637154
0 0 132 19 9 0 0.5903013579219059
0 0 20 66 61 0 48.70745008679357
0 0 126 145 174 0 59.3058395195965
0 0 192 41 24 0 1.6608202149693114
0 0 126 43 142 0 91.56665745685697
0 0 160 28 47 0 3.9906319266495887
0 0 18 47 190 0 95.67247515748478
0 0 44 66 64 0 50.548466293718064
0 0 117 63 64 0 21.626354181642643
0 0 148 59 24 0 3.710775277760716
0 0 147 47 165 0 93.22524871909025
0 0 163 159 74 0 16.47385997000828
0 0 179 119 140 0 38.23828381159074
0 0 30 28 163 0 125.08627597125401
0 0 56 38 135 0 120.15216201868321
0 0 146 170 131 0 35.6143089791397
0 0 5 69 183 0 72.95627799207705
0 0 114 2 186 0 177.40377372355118
0 0 109 170 188 0 57.5916076927484
0 0 9 175 169 0 45.380276138522625
0 0 109 145 183 0 63.9703267186903
0 0 115 96 32 0 9.299311254890025
0 0 167 34 139 0 39.01980945474333
0 0 69 119 185 0 74.37513128806084
0 0 98 1 87 0 4.609798387029621
0 0 83 88 7 0 2.5100781345893295
0 0 11 133 93 0 36.38353682910185
0 0 74 73 18 0 7.897107862267721
0 0 88 182 2 0 0.5125112429266585
0 0 151 199 62 0 13.095086623036897
0 0 23 17 74 0 125.09581678702612
0 0 184 123 68 0 12.915772755309275
0 0 19 39 132 0 96.93316322399195
0 0 176 27 10 0 0.5165951333116356
0 0 90 118 167 0 70.45934663581224
0 0 64 26 20 0 8.469778528737326
0 0 32 187 79 0 23.81888285883934
0 0 64 118 98 0 44.547777774820766
0 0 82 59 103 0 73.85680587618452
0 0 158 91 104 0 29.37506276122403
0 0 167 132 37 0 7.113843927922827
0 0 28 2 156 0 175.01920950981415
0 0 24 130 194 0 63.05455246152058
0 0 78 176 132 0 40.95901598762791
0 0 167 182 40 0 7.631525723629959
0 0 63 53 186 0 116.61617491226482
0 0 140 5 98 0 4.743566085551475
0 0 38 165 78 0 26.596248315920256
0 0 26 62 147 0 85.62052464244086
0 0 131 127 45 0 11.783739178652482
0 0 7 151 146 0 45.284687449151335
0 0 100 32 118 0 101.61308191773435
0 0 50 100 18 0 8.820379552021077
0 0 105 74 82 0 37.55946754713388
0 0 115 143 193 0 67.41655469881422
0 0 85 175 131 0 40.63395388014774
0 0 188 73 36 0 4.432173644314787
0 0 167 172 95 0 21.440578423630754
0 0 31 3 161 0 173.15048418880684
0 0 5 76 186 0 70.98701104118193
0 0 90 198 39 0 9.999919055924272
0 0 169 187 110 0 24.59458383749317
0 0 128 9 167 0 162.9833930310634
0 0 22 79 18 0 12.662933526046812
0 0 159 182 9 0 1.646797521206439
0 0 118 174 67 0 17.80754376221927
0 0 133 150 93 0 26.630917829497253
0 0 33 53 196 0 103.89599751740164
0 0 20 90 196 0 75.44525684478285
0 0 96 173 185 0 56.250070925534985
0 0 63 62 148 0 99.35090516624857
0 0 173 136 165 0 48.461689018147304
0 0 157 71 35 0 5.864125347519538
0 0 187 14 70 0 2.541926163962937
0 0 149 115 6 0 1.144701369084952
0 0 117 92 194 0 91.74901949226985
0 0 65 119 32 0 13.144907522481953
0 0 183 146 193 0 55.334885900857536
0 0 96 139 46 0 14.846521676247585
0 0 112 122 142 0 56.367976698938
0 0 13 196 142 0 37.14611619847918
0 0 18 68 147 0 77.03134034552033
0 0 112 149 93 0 29.6644193747168
0 0 102 4 101 0 73.71801396617845
0 0 83 40 34 0 13.494968495805521
0 0 13 179 115 0 33.82974491751996
0 0 87 109 119 0 54.956724728962165
0 0 153 14 140 0 41.892904511389105
0 0 95 142 74 0 25.370734782925766
0 0 24 90 133 0 65.38533606672881
0 0 17 64 145 0 78.3106308245608
0 0 124 10 136 0 135.58377958907423
0 0 181 117 141 0 38.24646569438243
0 0 101 31 83 0 42.79575727446328
0 0 193 175 86 0 16.357472097573563
0 0 129 110 24 0 5.8775551626185045
0 0 146 121 129 0 42.351703957725455
0 0 80 171 83 0 26.07698341478957
0 0 60 68 82 0 59.351585387009884
0 0 56 157 128 0 44.26683192569894
0 0 152 143 35 0 7.45805794373268
0 0 103 6 184 0 172.42975453940454
0 0 138 119 31 0 7.267582274088609
0 0 78 186 14 0 3.7633522549175176
0 0 81 188 14 0 3.693643209881059
0 0 78 145 4 0 1.2399285078638493
0 0 59 177 168 0 50.06050835805088
0 0 152 40 187 0 116.44236232923892
0 0 148 173 185 0 52.61883860244196
0 0 45 6 68 0 157.7844826427769
0 0 27 105 182 0 70.30630018216972
0 0 98 161 37 0 10.577897278205512
0 0 125 140 32 0 8.164779583044892
0 0 103 57 133 0 88.79848390710968
0 0 199 86 191 0 61.31334593527719
0 0 2 129 143 0 48.433039875052856
0 0 146 7 37 0 0.9295436269913493
0 0 16 114 22 0 11.002114270580261
0 0 149 113 83 0 22.535757741219292
0 0 132 161 119 0 34.73114442073871
0 0 60 56 90 0 75.15352412084115
0 0 91 26 69 0 33.818245789803335
0 0 142 156 133 0 39.00836400241454
0 0 175 195 109 0 23.20695913690177
0 0 82 30 99 0 99.44355106765327
0 0 83 57 84 0 56.52587031912854
0 0 63 68 50 0 31.991187967017307
0 0 128 115 21 0 5.126106813857089
0 0 119 76 119 0 57.43544150252765
0 0 106 191 68 0 17.776895170872518
0 0 110 116 171 0 71.21740996724348
0 0 169 158 87 0 19.497913230786555
0 0 114 64 193 0 111.67814130485938
0 0 131 5 74 0 2.8273129482601607
0 0 64 36 108 0 111.35283959470837
0 0 129 108 95 0 32.588842596774406
0 0 155 34 13 0 1.093052844293347
0 0 135 149 26 0 5.990746337932556
